Exchange,Symbol,Shortname,Longname,Sector,Industry,Currentprice,Marketcap,Ebitda,Revenuegrowth,City,State,Country,Fulltimeemployees,Longbusinesssummary,Weight
NYQ,RVTY,"Revvity, Inc.","Revvity, Inc.",Healthcare,Diagnostics & Research,103.9,12821987328,801502016,-0.061,Waltham,MA,United States,11000,"Revvity, Inc. provides products, services, and solutions to the diagnostics, life sciences, and applied services markets worldwide. It operates through two segments, Discovery & Analytical Solutions and Diagnostics. The Discovery & Analytical Solutions segment provides instruments, reagents, informatics, software, subscriptions, detection, and imaging technologies that enable scientists to enhance research breakthroughs in the life sciences research market, as well as contract research and laboratory services. It also provides analytical technologies, solutions, and services for its customers to understand the characterize the health of various aspects, including air, water, and soil. In addition, this segment offers solutions to farmers and food producers; and analytical instrumentation for the industrial market, which includes the chemical, semiconductor and electronics, energy, lubricant, petrochemical, and polymer industries. The Diagnostics segment provides instruments, reagents, assay platforms, and software products for the early detection of genetic disorders, such as pregnancy and early childhood, as well as infectious disease testing in the diagnostics market. Its products are used for testing and screening genetic abnormalities, disorders, and diseases, including down syndrome, hypothyroidism, muscular dystrophy, infertility, and various metabolic conditions. This segment also develops technologies that enable and support genomic workflows using protein coupled receptor and next-generation DNA sequencing for applications in oncology, immunodiagnostics, and drug discovery. It serves pharmaceutical and biotechnology companies, laboratories, academic and research institutions, public health authorities, private healthcare organizations, doctors, and government agencies. The company was formerly known as PerkinElmer, Inc. and changed its name to Revvity, Inc. in April 2023. Revvity, Inc. was founded in 1937 and is headquartered in Waltham, Massachusetts.",0.00043816091626418317
NYQ,IPG,"Interpublic Group of Companies,","The Interpublic Group of Companies, Inc.",Communication Services,Advertising Agencies,32.91,12604661760,1696400000,0.006,New York,NY,United States,57700,"The Interpublic Group of Companies, Inc. provides advertising and marketing services worldwide. It operates in three segments: Media, Data & Engagement Solutions, Integrated Advertising & Creativity Led Solutions, and Specialized Communications & Experiential Solutions. The Media, Data & Engagement Solutions segment provides media and communications services, digital services and products, advertising and marketing technology, e-commerce services, data management and analytics, strategic consulting, and digital brand experience under the IPG Mediabrands, UM, Initiative, Kinesso, Acxiom, Huge, MRM, and R/GA brand names. The Integrated Advertising & Creativity Led Solutions segment offers advertising, corporate, and brand identity services; and strategic consulting. Specialized Communications & Experiential Solutions segment provides public relations and other specialized communications services, events, sports and entertainment marketing, and strategic consulting. The company was formerly known as McCann-Erickson Incorporated and changed its name to The Interpublic Group of Companies, Inc. in `January 1961. The Interpublic Group of Companies, Inc. was founded in 1902 and is headquartered in New York, New York.",0.0004307343319472131
NYQ,UDR,"UDR, Inc.","UDR, Inc.",Real Estate,REIT—Residential,35.43,12587570176,1001569024,0.036,Highlands Ranch,CO,United States,1317,"UDR, Inc. (NYSE: UDR), an S&P 500 company, is a leading multifamily real estate investment trust with a demonstrated performance history of delivering superior and dependable returns by successfully managing, buying, selling, developing and redeveloping attractive real estate communities in targeted U.S. markets. As of September 30, 2023, UDR owned or had an ownership position in 60,177 apartment homes including 415 homes under development. For over 51 years, UDR has delivered long-term value to shareholders, the best standard of service to Residents and the highest quality experience for Associates.",0.00043015026772110887
NMS,ZBRA,Zebra Technologies Corporation,Zebra Technologies Corporation,Technology,Communication Equipment,242.07,12432618496,943000000,-0.306,Lincolnshire,IL,United States,10500,"Zebra Technologies Corporation, together with its subsidiaries, provides enterprise asset intelligence solutions in the automatic identification and data capture solutions industry worldwide. It operates in two segments, Asset Intelligence & Tracking and Enterprise Visibility & Mobility. The company designs, manufactures, and sells printers, which produce labels, wristbands, tickets, receipts, and plastic cards; dye-sublimination thermal card printers, which produce images which are used for personal identification, access control, and financial transactions; RFID printers that encode data into passive RFID transponders; accessories and options for our printers, including vehicle mounts and battery chargers; stock and customized thermal labels, receipts, ribbons, plastic cards, and RFID tags for printers; and temperature-monitoring labels primarily used in vaccine distribution. It also provides various maintenance, technical support, repair, and managed and professional services; real-time location systems and services; and tags, sensors, exciters, middleware software, and application software; as well as physical inventory management solutions, and rugged tablets and enterprise-grade mobile computing products and accessories. In addition, the company offers barcode scanners, RFID readers, industrial machine vision cameras, and fixed industrial scanners, workforce management solutions, workflow execution and task management solutions, and prescriptive analytics solutions, as well as communications and collaboration solutions. It also provides cloud-based software subscriptions and robotics automation solutions. The company serves retail and e-commerce, manufacturing, transportation and logistics, healthcare, public sector, and other industries through direct sales force, and network of channel partners. The company was founded in 1969 and is headquartered in Lincolnshire, Illinois.",0.0004248551626528632
NMS,LKQ,LKQ Corporation,LKQ Corporation,Consumer Cyclical,Auto Parts,46.33,12397815808,1722000000,0.149,Chicago,IL,United States,45000,"LKQ Corporation engages in the distribution of replacement parts, components, and systems used in the repair and maintenance of vehicles and specialty vehicle aftermarket products and accessories. It operates through four segments: Wholesale-North America, Europe, Specialty, and Self Service. The company distributes bumper covers, automotive body panels, and lights, as well as automotive glass products, such as windshields; salvage products, including mechanical and collision parts comprising engines; transmissions; door assemblies; sheet metal products, such as trunk lids, fenders, and hoods; lights and bumper assemblies; scrap metal and other materials to metals recyclers; and brake pads, discs and sensors, clutches, steering and suspension products, filters, and oil and automotive fluids, as well as electrical products, including spark plugs and batteries. In addition, the company distributes recreational vehicle appliances and air conditioners, towing hitches, truck bed covers, vehicle protection products, marine electronics, cargo management products, wheels, tires, and suspension products. It serves collision and mechanical repair shops, and new and used car dealerships, as well as retail customers. The company operates in the United States, Canada, the United Kingdom, Germany, Belgium, the Netherlands, Luxembourg, Italy, the Czech Republic, Austria, Poland, Slovakia, Taiwan, and other European countries. LKQ Corporation was incorporated in 1998 and is headquartered in Chicago, Illinois.",0.0004236658635783558
NYQ,NRG,"NRG Energy, Inc.","NRG Energy, Inc.",Utilities,Utilities—Independent Power Producers,53.68,12119011328,-616000000,-0.066,Houston,TX,United States,6603,"NRG Energy, Inc., together with its subsidiaries, operates as an integrated power company in the United States. It operates through Texas, East, and West segments. The company is involved in producing and selling electricity and related products and services to approximately residential, commercial, industrial, and wholesale customers. It generates electricity using natural gas, coal, oil, solar, nuclear, and battery storage. The company also provides system power, distributed generation, renewable products, backup generation, storage and distributed solar, demand response, and energy efficiency and advisory services, as well as carbon management and specialty services. In addition, it trades in electric power, natural gas, and related commodities; environmental products; weather products; and financial products, including forwards, futures, options, and swaps. Further, the company procures fuels; and sells energy, services, and products and services under the NRG, Reliant, Direct Energy, Green Mountain Energy, Stream, and XOOM Energy. NRG Energy, Inc. was founded in 1989 and is headquartered in Houston, Texas.",0.0004141383836885114
NYQ,PNR,Pentair plc.,Pentair plc,Industrials,Specialty Industrial Machinery,72.39,11965995008,854000000,-0.018,London,,United Kingdom,10500,"Pentair plc provides various water solutions worldwide. The company operates through three segments: Pool, Water Solutions, Industrial & Flow Technologies. It designs, manufactures, and sells residential and commercial pool equipment and accessories, including pumps, filters, heaters, lights, automatic controls, automatic cleaners, maintenance equipment, and pool accessories for residential and commercial pool maintenance, repair, renovation, service, and construction applications; and water treatment products and systems comprising pressure tanks, control valves, activated carbon products, conventional filtration products, and point-of-entry and point-of-use systems for use in residential whole home water filtration, drinking water filtration, water softening solutions, commercial total water management and filtration, and foodservice operations. The company also manufactures and sells fluid treatment products, such as advanced membrane filtration products, separation systems, and membrane bioreactors; water supply and disposal, solid handling, fluid transfer, and turbine pumps; and valves, spray nozzles, process filtration systems, and gas recovery solutions for food and beverage, fluid separation technologies, water and wastewater treatment, water wells, pressure boosting, fire suppression, flood control, agricultural irrigation, crop spray, fluid circulation and transfer, fluid delivery, ion exchange, desalination, residential and municipal wells, and wastewater solids handling applications. It offers its products under the the Everpure, KBI, Kreepy Krauly, Manitowoc Ice, Pleatco, RainSoft, and Sta-Rite; and Pentair, Aurora, Berkeley, Codeline, Fairbanks-Nijhuis, Haffmans, Hydromatic, Hypro, Jung Pumpen, Myers, Sta-Rite, Shurflo, Südmo, and X-Flow brands. The company was founded in 1966 and is headquartered in London, the United Kingdom.",0.0004089094149444726
NMS,JKHY,"Jack Henry & Associates, Inc.","Jack Henry & Associates, Inc.",Technology,Information Technology Services,163.24,11888476160,543806016,0.08,Monett,MO,United States,7120,"Jack Henry & Associates, Inc., a financial technology company that connects people and financial institutions through technology solutions and payment processing services that reduce the barriers to financial health. It operates through four segments: Core, Payments, Complementary, and Corporate and Other. The company offers information and transaction processing solutions for banks ranging from community to multi-billion-dollar asset institutions; core data processing solutions for various credit unions; and specialized financial performance, imaging and payments processing, information security and risk management, retail delivery, and online and mobile solutions to financial services organizations and corporate entities. It also provides a suite of integrated applications required to process deposit, loan, and general ledger transactions, as well as to maintain centralized customer/member information; and complementary products and services that enable core bank and credit union clients to respond to evolving customer/member demands. In addition, the company's core banking platform offerings include SilverLake system, a robust system primarily designed for commercial-focused banks; CIF 20/20, a parameter-driven, easy-to-use system for banks; and Core Director, a cost-efficient system with point-and-click operation, as well as core credit union platform under the Symitar name. Further, it provides digital products and services and electronic payment solutions; purchases and resells hardware systems, including servers, workstations, scanners, and other devices; implementation, training, and support services; and software licensing and related services, professional services, and data centers. Jack Henry & Associates, Inc. was founded in 1976 and is headquartered in Monett, Missouri.",0.0004062603927142563
NYQ,JNPR,"Juniper Networks, Inc.","Juniper Networks, Inc.",Technology,Communication Equipment,36.94,11830847488,762800000,-0.058,Sunnyvale,CA,United States,,"Juniper Networks, Inc. designs, develops, and sells network products and services worldwide. The company offers routing products, such as ACX series universal access routers to deploy high-bandwidth services; MX series Ethernet routers that function as a universal edge platform; PTX series packet transport routers; wide-area network SDN controllers; and session smart routers. It also provides switching products, including EX series Ethernet switches to address the access, aggregation, and core layer switching requirements of micro branch, branch office, and campus environments; QFX series of core, spine, and top-of-rack data center switches; and juniper access points, which provide Wi-Fi access and performance. In addition, the company offers security products comprising SRX series services gateways for the data center; Branch SRX family provides an integrated and next-generation firewall; virtual firewall that delivers various features of physical firewalls; and advanced malware protection, a cloud-based service and Juniper ATP. Further, it offers Junos OS, a network operating system; Contrail networking, which provides an open-source and standards-based platform for SDN; Mist AI-driven Wired, Wireless, and WAN assurance solutions to set and measure key metrics; Mist AI-driven Marvis Virtual Network Assistant, which identifies the root cause of issues; Juniper Paragon Automation, a modular portfolio of cloud-native software applications; and Juniper Apstra to automate the network lifecycle in a single system. Additionally, the company provides software-as-a-service, technical support, maintenance, and professional services, as well as education and training programs. It sells its products through direct sales, distributors, value-added resellers, and original equipment manufacturers to end-users in the cloud, service provider, and enterprise markets. The company was incorporated in 1996 and is headquartered in Sunnyvale, California.",0.0004042910699345132
NYQ,TFX,Teleflex Incorporated,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,244.1,11470918656,807899008,0.087,Wayne,PA,United States,15500,"Teleflex Incorporated designs, develops, manufactures, and supplies single-use medical devices for common diagnostic and therapeutic procedures in critical care and surgical applications worldwide. It provides vascular access products that comprise Arrow branded catheters, catheter navigation and tip positioning systems, and intraosseous access systems for the administration of intravenous therapies, the measurement of blood pressure, and the withdrawal of blood samples through a single puncture site. The company also offers interventional products, which consists of various coronary catheters, structural heart therapies, and peripheral intervention and cardiac assist products that are used by interventional cardiologists and radiologists, and vascular surgeons; and Arrow branded catheters, Guideline, Turnpike, and Trapliner catheters, the Manta Vascular Closure, and Arrow Oncontrol devices. It provides anesthesia products, such as airway and pain management products to support hospital, emergency medicine, and military channels; and surgical products, including metal and polymer ligation clips, and fascial closure surgical systems that are used in laparoscopic surgical procedures, percutaneous surgical systems, and other surgical instruments. The company also offers interventional urology products comprising the UroLift System, an invasive technology for treating lower urinary tract symptoms due to benign prostatic hyperplasia; and respiratory products, including oxygen and aerosol therapies, spirometry, and ventilation management products for use in various care settings. It provides urology products, such as catheters, urine collectors, and catheterization accessories and products for operative endourology; and bladder management services. The company serves hospitals and healthcare providers, medical device manufacturers, and home care markets. The company was incorporated in 1943 and is headquartered in Wayne, Pennsylvania.",0.0003919913582919486
NMS,EVRG,"Evergy, Inc.","Evergy, Inc.",Utilities,Utilities—Regulated Electric,49.67,11410241536,2276900096,-0.126,Kansas City,MO,United States,4512,"Evergy, Inc., together with its subsidiaries, engages in the generation, transmission, distribution, and sale of electricity in Kansas and Missouri, the United States. The company generates electricity through coal, hydroelectric, landfill gas, uranium, and natural gas and oil sources, as well as solar, wind, other renewable sources. It serves residences, commercial firms, industrials, municipalities, and other electric utilities. The company was incorporated in 2017 and is headquartered in Kansas City, Missouri.",0.0003899178620533886
NYQ,IP,International Paper Company,International Paper Company,Consumer Cyclical,Packaging & Containers,32.97,11408180224,2640000000,-0.104,Memphis,TN,United States,39000,"International Paper Company produces renewable fiber-based packaging and pulp products in North America, Latin America, Europe, and North Africa. It operates through Industrial Packaging and Global Cellulose Fibers segment. The company's Industrial Packaging segment manufactures containerboards, including linerboard, medium, whitetop, recycled linerboard, recycled medium, and saturating kraft. Its Global Cellulose Fibers segment provides fluff, market, and specialty pulps that are used in absorbent hygiene products, such as baby diapers, feminine care, adult incontinence, and other non-woven products; tissue and paper products; and non-absorbent end applications, including textiles, filtration, construction material, paints and coatings applications. In addition, it sells its products directly to end users and converters, as well as through agents, resellers, and distributors. The company was founded in 1898 and is headquartered in Memphis, Tennessee.",0.0003898474216191937
NMS,REG,Regency Centers Corporation,Regency Centers Corporation,Real Estate,REIT—Retail,61.23,11368022016,811873984,0.089,Jacksonville,FL,United States,440,"Regency Centers is a preeminent national owner, operator, and developer of shopping centers located in suburban trade areas with compelling demographics. Our portfolio includes thriving properties merchandised with highly productive grocers, restaurants, service providers, and best-in-class retailers that connect to their neighborhoods, communities, and customers. Operating as a fully integrated real estate company, Regency Centers is a qualified real estate investment trust (REIT) that is self-administered, self-managed, and an S&P 500 Index member.",0.0003884751103882831
NYQ,GL,Globe Life Inc.,Globe Life Inc.,Financial Services,Insurance—Life,120.27,11319656448,1082593024,0.067,McKinney,TX,United States,3543,"Globe Life Inc., through its subsidiaries, provides various life and supplemental health insurance products, and annuities to lower middle to middle income households in the United States. The company operates through four segments: Life Insurance, Supplemental Health Insurance, Annuities, and Investments. It offers whole, term, and other life insurance products; Medicare supplement and supplemental health insurance products, such as critical illness and accident plans; and single-premium and flexible-premium deferred annuities. The company was formerly known as Torchmark Corporation and changed its name to Globe Life Inc. in August 2019. Globe Life Inc. was incorporated in 1979 and is headquartered in McKinney, Texas.",0.00038682233215286553
NYQ,PAYC,"Paycom Software, Inc.","Paycom Software, Inc.",Technology,Software—Application,194.23,11207226368,511008000,0.216,Oklahoma City,OK,United States,6349,"Paycom Software, Inc. provides cloud-based human capital management (HCM) solution delivered as software-as-a-service for small to mid-sized companies in the United States. It offers functionality and data analytics that businesses need to manage the employment life cycle from recruitment to retirement. The company's HCM solution provides a suite of applications in the areas of talent acquisition, including applicant tracking, candidate tracker, background checks, on-boarding, e-verify, and tax credit services; and time and labor management, such as time and attendance, scheduling/schedule exchange, time-off requests, labor allocation, labor management reports/push reporting, geofencing/geotracking, and Microfence, a proprietary Bluetooth. Its HCM solution also offers payroll applications comprising better employee transaction interface, payroll and tax management, payroll card, Paycom pay, expense management, mileage tracker/fixed and variable rates, garnishment management, and GL concierge applications; and talent management applications that include employee self-service, compensation budgeting, performance management, position management, and Paycom learning and content subscriptions, as well as my analytics, which offer employment predictor reporting. In addition, its HCM solution provides manager on-the-go that gives supervisors and managers the ability to perform a variety of tasks, such as approving time-off requests and expense reimbursements; direct data exchange; ask here, a tool for direct line of communication to ask work-related questions; document and checklist; government and compliance; benefits administration/benefits to carrier; COBRA administration; personnel action and performance discussion forms; surveys; and affordable care act applications, as well as Clue, which securely collect, track, and manage the vaccination and testing data of the workforce. Paycom Software, Inc. was founded in 1998 and is headquartered in Oklahoma City, Oklahoma.",0.00038298030161514393
NYQ,UHS,"Universal Health Services, Inc.","Universal Health Services, Inc.",Healthcare,Medical Care Facilities,162.67,11101511680,1734032000,0.068,King of Prussia,PA,United States,71200,"Universal Health Services, Inc., through its subsidiaries, owns and operates acute care hospitals, and outpatient and behavioral health care facilities. The company operates through Acute Care Hospital Services and Behavioral Health Care Services segments. Its hospitals offer general and specialty surgery, internal medicine, obstetrics, emergency room care, radiology, oncology, diagnostic and coronary care, pediatric services, pharmacy services, and/or behavioral health services. The company also provides commercial health insurance services; and various management services, which include central purchasing, information, finance and control systems, facilities planning, physician recruitment, administrative personnel management, marketing, and public relations services. Universal Health Services, Inc. founded in 1978 and is headquartered in King of Prussia, Pennsylvania.",0.000379367753624591
NMS,WYNN,"Wynn Resorts, Limited","Wynn Resorts, Limited",Consumer Cyclical,Resorts & Casinos,97.49,11011105792,1331126016,0.879,Las Vegas,NV,United States,27000,"Wynn Resorts, Limited designs, develops, and operates integrated resorts. The company operates through four segments: Wynn Palace, Wynn Macau, Las Vegas Operations, and Encore Boston Harbor. The Wynn Palace segment operates private gaming salons and sky casinos; a luxury hotel tower with suites, and villas, including a health club, spa, salon, and pool; food and beverage outlets; retail space; meeting and convention space; and performance lake and floral art displays. The Wynn Macau segment operates casino space with private gaming salons, sky casinos, and a poker room; a luxury hotel tower, that include health clubs, spas, a salon, and a pool; food and beverage outlets; retail space; meeting and convention space; and Chinese zodiac-inspired ceiling attractions. The Las Vegas Operations segment operates casino space with private gaming salons, a sky casino, a poker room, and a race and sports book; a luxury hotel tower with suites, and villas, including swimming pools, private cabanas, full-service spas and salons, and a wedding chapel; food and beverage outlets; meeting and convention space; retail space; and theaters, nightclubs, a beach club. The Encore Boston Harbor segment operates casino space with gaming areas, and a poker room; a luxury hotel tower including a spa and salon; food and beverage outlets and a nightclub; retail space; meeting and convention space; and a waterfront park, floral displays, and water shuttle service. Wynn Resorts, Limited was founded in 2002 and is based in Las Vegas, Nevada.",0.0003762783474577908
NMS,FFIV,"F5, Inc.","F5, Inc.",Technology,Software—Infrastructure,184.55,10851374080,718083968,-0.011,Seattle,WA,United States,6459,"F5, Inc. provides multi-cloud application security and delivery solutions in the United States, Europe, the Middle East, Africa, and the Asia Pacific region. The company's distributed cloud services enable its customers to deploy, secure, and operate applications in any architecture, from on-premises to the public cloud. It offers unified, security, networking, and application management solutions, such as web app and API protection; multi-cloud networking; application delivery and deployment; domain name system; content delivery network; and application deployment and orchestration. The company also provides application security and delivery products, including NGINX Plus; NGINX Management Suite; NGINX Ingress Controller; NGINX App Protect; BIG-IP Packaged Software; and BIG-IP Systems. In addition, it provides a range of professional services, including maintenance, consulting, training, and other technical support services. F5, Inc. sells its products to large enterprise businesses, public sector institutions, governments, and service providers through distributors, value-added resellers, managed service providers, systems integrators, and other indirect channel partners. It has partnerships with public cloud providers, such as Amazon Web Services, Microsoft Azure, and Google Cloud Platform. The company was formerly known as F5 Networks, Inc. and changed its name to F5, Inc. in November 2021. F5, Inc. was incorporated in 1996 and is headquartered in Seattle, Washington.",0.00037081989616658337
NYQ,NI,NiSource Inc,NiSource Inc.,Utilities,Utilities—Regulated Gas,25.25,10744556544,2093699968,-0.057,Merrillville,IN,United States,7117,"NiSource Inc., an energy holding company, operates as a regulated natural gas and electric utility company in the United States. It operates through two segments, Gas Distribution Operations and Electric Operations. The company distributes natural gas to approximately 859,000 customers in northern Indiana, as well as approximately 2.4 million residential, commercial, and industrial customers in Ohio, Pennsylvania, Virginia, Kentucky, and Maryland. It operates approximately 54,800 miles of distribution main pipelines, as well as associated individual customer service lines; and 1,000 miles of transmission main pipelines. The company generates, transmits, and distributes electricity to approximately 486,000 customers in 20 counties in the northern part of Indiana, as well as engages in wholesale electric and transmission transactions. It owns and operates coal-fired electric generating stations with a capacity of 722 megawatts (MW) in Wheatfield and 455 MW in Michigan City; combined cycle gas turbine with a capacity of 563 MW in West Terre Haute; natural gas generating units with a capacity of 155 MW in Wheatfield; hydro generating plants with a capacity of 9 MW in Carroll County and 7 MW in White County; and wind generating units with a capacity of 102 MW and 302 MW in White County, Indiana. The company was formerly known as NIPSCO Industries, Inc. and changed its name to NiSource Inc. in April 1999. NiSource Inc. was founded in 1847 and is headquartered in Merrillville, Indiana.",0.0003671696609690617
NYQ,HII,"Huntington Ingalls Industries, ","Huntington Ingalls Industries, Inc.",Industrials,Aerospace & Defense,265.93,10528354304,1119000064,0.13,Newport News,VA,United States,44000,"Huntington Ingalls Industries, Inc. designs, builds, overhauls, and repairs military ships in the United States. It operates through three segments: Ingalls, Newport News, and Mission Technologies. The company is involved in the design and construction of non-nuclear ships comprising amphibious assault ships; expeditionary warfare ships; surface combatants; and national security cutters for the U.S. Navy and U.S. Coast Guard. It also provides nuclear-powered ships, such as aircraft carriers and submarines, as well as refueling and overhaul, and inactivation services of nuclear-powered aircraft carriers. In addition, the company offers naval nuclear support services, including fleet services comprising design, construction, maintenance, and disposal activities for in-service the U.S. Navy nuclear ships; and maintenance services on nuclear reactor prototypes. Further, the company provides C5ISR systems and operations; application of artificial intelligence and machine learning to battlefield decisions; defensive and offensive cyberspace strategies and electronic warfare; live, virtual, and constructive solutions; unmanned, autonomous systems; and fleet sustainment; and critical nuclear operations. Huntington Ingalls Industries, Inc. was founded in 1886 and is headquartered in Newport News, Virginia.",0.0003597814637143429
NMS,QRVO,"Qorvo, Inc.","Qorvo, Inc.",Technology,Semiconductors,107.33,10362550272,277591008,0.445,Greensboro,NC,United States,8500,"Qorvo, Inc. engages in development and commercialization of technologies and products for wireless, wired, and power markets. It operates through three segments: High Performance Analog (HPA), Connectivity and Sensors Group (CSG), and Advanced Cellular Group (ACG). The HPA segment supplies radio frequency and power management solutions for automotive, defense and aerospace, cellular infrastructure, broadband, and other markets. The CSG segment supplies connectivity and sensor components and systems featuring various technologies, such as UWB, Matter, Bluetooth Low Energy, Zigbee, Thread, Wi-Fi, cellular IoT, and MEMS-/BAW-based sensors. It serves markets, such as smart home, industrial automation, automotive, smartphones, wearables, gaming, and industrial and enterprise access points. The ACG segment supplies cellular RF solutions for smartphones, wearables, laptops, tablets, and various other devices. The company also offers foundry services for defense primes and other defense and aerospace customers. The company sells its products directly to original equipment manufacturers and original design manufacturers, as well as through a network of sales representative firms and distributors. It operates in the United States, China, other Asian countries, Taiwan, and Europe. The company was founded in 1957 and is headquartered in Greensboro, North Carolina.",0.0003541155053318409
NYQ,DVA,DaVita Inc.,DaVita Inc.,Healthcare,Medical Care Facilities,110.74,10115876864,2217035008,0.059,Denver,CO,United States,70000,"DaVita Inc. provides kidney dialysis services for patients suffering from chronic kidney failure in the United States. The company operates kidney dialysis centers and provides related lab services in outpatient dialysis centers. It also offers outpatient, hospital inpatient, and home-based hemodialysis services; operates clinical laboratories that provide routine laboratory tests for dialysis and other physician-prescribed laboratory tests for ESRD patients; and management and administrative services to outpatient dialysis centers. In addition, the company offers integrated care and disease management services to patients in risk-based and other integrated care arrangements; clinical research programs; physician services; and comprehensive kidney care services. Further, it engages in the provision of acute inpatient dialysis services and related laboratory services; and transplant software business. The company was formerly known as DaVita HealthCare Partners Inc. and changed its name to DaVita Inc. in September 2016. DaVita Inc. was incorporated in 1994 and is headquartered in Denver, Colorado.",0.0003456860283948872
NYQ,PEAK,"Healthpeak Properties, Inc.","Healthpeak Properties, Inc.",Real Estate,REIT—Healthcare Facilities,17.81,10016308224,1085191936,0.069,Denver,CO,United States,199,"Healthpeak Properties, Inc. is a fully integrated real estate investment trust (REIT) and S&P 500 company. Healthpeak owns, operates, and develops high-quality real estate for healthcare discovery and delivery.",0.0003422835069746462
NYQ,WRK,Westrock Company,WestRock Company,Consumer Cyclical,Packaging & Containers,38.66,9934344192,2710000128,-0.062,Atlanta,GA,United States,56100,"WestRock Company, together with its subsidiaries, provides fiber-based paper and packaging solutions in North America, South America, Europe, Asia, and Australia. It operates through four segments: Corrugated Packaging, Consumer Packaging, Global Paper, and Distribution. The Corrugated Packaging segment produces containerboards, corrugated sheets, corrugated packaging, and preprinted linerboards to consumer and industrial products manufacturers, and corrugated box manufacturers. It also provides structural and graphic design, engineering services and custom, and proprietary and standard automated packaging machines; turn-key installation, automation, line integration, and packaging solutions; machinery solution that creates pouches; and pack temporary displays, as well as lithographic laminated packaging products. The Consumer Packaging segment manufactures and sells folding cartons that are used to package food, paper, beverages, dairy products, confectionery, health and beauty, and other household consumer products, as well as express mail packages for the overnight courier industry. It also offers inserts and labels, as well as rigid packaging and other printed packaging products, such as transaction cards, brochures, product literature, marketing materials, and grower tags, and plant stakes; and paperboard packaging for over-the-counter and prescription drugs. In addition, this segment manufactures and sells solid fiber and corrugated partitions, and die-cut paperboard components. The Global Paper segment manufactures containerboard, paperboard, and specialty grades primarily to corrugated packaging, folding carton, food service, liquid packaging, tobacco, and commercial print markets. The Distribution segment distributes corrugated packaging materials and other specialty packaging products, including stretch films, void fills, carton sealing tapes, and other specialty tapes; and provides contract packing services. The company is based in Atlanta, Georgia.",0.00033948258115533886
NYQ,MOS,Mosaic Company (The),The Mosaic Company,Basic Materials,Agricultural Inputs,29.93,9782171648,2793799936,-0.337,Tampa,FL,United States,13570,"The Mosaic Company, through its subsidiaries, produces and markets concentrated phosphate and potash crop nutrients in North America and internationally. The company operates through three segments: Phosphates, Potash, and Mosaic Fertilizantes. It owns and operates mines, which produce concentrated phosphate crop nutrients, such as diammonium phosphate, monoammonium phosphate, and ammoniated phosphate products; and phosphate-based animal feed ingredients primarily under the Biofos and Nexfos brand names, as well as produces a double sulfate of potash magnesia product under K-Mag brand name. The company also produces and sells potash for use in the manufacturing of mixed crop nutrients and animal feed ingredients, and for industrial use; and for use in the de-icing and as a water softener regenerant. In addition, it provides nitrogen-based crop nutrients, animal feed ingredients, and other ancillary services; and purchases and sells phosphates, potash, and nitrogen products. The company sells its products to wholesale distributors, retail chains, farmers, cooperatives, independent retailers, and national accounts. The Mosaic Company was incorporated in 2004 and is headquartered in Tampa, Florida.",0.0003342824464489437
NMS,MTCH,"Match Group, Inc.","Match Group, Inc.",Communication Services,Internet Content & Information,35.46,9778910208,1026433984,0.102,Dallas,TX,United States,,"Match Group, Inc. provides dating products worldwide. The company's portfolio of brands includes Tinder, Match, The League, Azar, Meetic, OkCupid, Hinge, Pairs, PlentyOfFish, and Hakuna, as well as a various other brands. The company was incorporated in 1986 and is based in Dallas, Texas.",0.00033417099449518765
NMS,HSIC,"Henry Schein, Inc.","Henry Schein, Inc.",Healthcare,Medical Distribution,74.91,9733655552,1072000000,0.031,Melville,NY,United States,24000,"Henry Schein, Inc. provides health care products and services to dental practitioners and laboratories, physician practices, ambulatory surgery centers, government, institutional health care clinics, and other alternate care clinics worldwide. It operates through two segments, Health Care Distribution, and Technology and Value-Added Services. The Health Care Distribution segment offers dental products, including infection-control products, handpieces, preventatives, impression materials, composites, anesthetics, teeth, dental implants, gypsum, acrylics, articulators, abrasives, dental chairs, delivery units and lights, X-ray supplies and equipment, personal protective equipment, and high-tech and digital restoration equipment, as well as equipment repair services. This segment also provides medical products comprising branded and generic pharmaceuticals, vaccines, surgical products, diagnostic tests, infection-control products, X-ray products, equipment, and vitamins. The Technology and Value-Added Services segment offers software, technology, and other value-added services that include practice management software systems for dental and medical practitioners. This segment also provides value-added practice solutions, which comprise financial services on a non-recourse basis, e-services, practice technology, network, and hardware services, as well as continuing education services for practitioners, and consulting and other services. Henry Schein, Inc. was founded in 1932 and is headquartered in Melville, New York.",0.00033262452427719897
